project_name,proponent,region,province,municipalities,project_type,power_mw,status,source,url,updated_at
"Provvedimento Autorizzatorio Unico Regionale n° G07905 del 14/06/2024 Determinazione n° G02756 del 12/03/2024 - Favorevole con prescrizioni - Intervento di realizzazione dell’impianto fotovoltaico da 10,41 MWp denominato “Gallese” da parte dell’impresa VPD Solar 4 s.r.l.",VPD SOLAR 4 SRL,Lazio,Viterbo,Gallese,VIA,10.41,positivo,lazio,https://regionelazio.box.com/v/VIA-076-2021,2026-04-26T15:17:39.573321
"PROGETTO PER LA REALIZZAZIONE DI UN'IMPIANTO FOTOVOLTAICO NEL COMUNE DI TROINA (EN) DELLA POTENZA PARI A 32,56 MWDC",FRI-EL SOLAR,Sicilia,EN,"TROINA, DI TROINA",V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1606&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.580397
"REALIZZAZIONE DI UN IMPIANTO FOTOVOLTAICO DI POTENZA PARI A 90,5 MWP E DELLE OPERE NECESSARIE PER LA CONNESSIONE ALLA RETE ELETTRICA E DELLE OPERE ACCESSORIE NECESSARIE ALLA COSTRUZIONE ED ESERCIZIO DELLO STESSO, SITO IN C. DA GRANVILLA, COMUNE DI FRANCO",GREEN WAVE SRL,Sicilia,,"FRANCO, DI FRANCO",V.I.A. (art.23 - 27bis),90.5,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=269&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.616801
"Provvedimento Autorizzatorio Unico Regionale n° G05454 del 05/05/2025 Determinazione n°G14790 del 07/11/2024 Favorevole con prescrizioni Realizzazione di un impianto fotovoltaico a terra da 33.719,40 kWp in località compresa tra “Pantano d’Inferno” e “Tor tre Ponti”",EL 3.0 SRL,Lazio,Viterbo,Sermoneta,VIA,33.7194,positivo,lazio,https://regionelazio.box.com/v/VIA-083-2021,2026-04-26T15:17:39.574733
"PROGETTO DI UN IMPIANTO FOTOVOLTAICO DENOMINATO \CASTELVETRANO-BESI\"" DA 50,27 MWP (50,00 IN IMMISSIONE) """,X-ELIO ITALIA 1 SRL,Sicilia,,,V.I.A. (art.23 - 27bis),50.27,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=125&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.618339
"ENI PROGETTO ITALIA FASE 2 - IMPIANTO FOTOVOLTAICO 6,5 MWP - COMUNE DI PIOLO GARGALLO (SR) AREA ESTERNA D3",ENI NEW ENERGY,Sicilia,SR,"PIOLO GARGALLO, DI PIOLO GARGALLO",V.I.A. (art.23 - 27bis),6.5,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=181&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.623267
"PROCEDURA DI VERIFICA DI ASSOGGETTABILITA' A VIA AI SENSI DELL'ART.19 EX D.LGS. 152/06 E SS.MM.II. PER LA COSTRUZIONE ED ESERCIZIO DI UN IMPIANTO FOTOVOLTAICO DELLA POTENZA COMPLESSIVA DI 1,3 MWP DENOMINATO CHIARAMONTE GULFI",RETE VERDE 19 S.R.L.,Sicilia,,,Verifica di Assoggettabilita a VIA (art.19),1.3,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=191&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.624711
"IMPIANTO FOTOVOLTAICO PER LA PRODUZIONE DI ENERGIA ELETTRICA DA FONTE RINNOVABILE SOLARE FOTOVOLTAICA DELLA POTENZA PARI A 11 MW (9,6 MW IN IMMISSIONE) DA REALIZZARE NEL TERRITORIO DEI COMUNI DI MAZARA DEL VALLO E MARSALA IN PROVINCIA DI TRAPANI COSTITUIT",VGE 01 SRL,Sicilia,,MAZARA DEL VALLO E MARSALA IN,V.I.A. (art.23 - 27bis),11.0,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=275&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.626135
IMPIANTO FOTOVOLTAICO DENOMINATO CORALLO 2,PACIFICO CORALLO SRL,Sicilia,,,V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=355&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.627503
"PROGETTO DI UN IMPIANTO DI PRODUZIONE DA FONTE RINNOVABILE FOTOVOLTAICA DENOMINATO “FV NOTO 2”, DELLA POTENZA DI 20,393 MWP, DA REALIZZARSI NEL COMUNE DI NOTO (SR), CONTRADA SAN LORENZO BARACCHINO, NONCHÉ DI TUTTE LE OPERE CONNESSE (UTENZA E DI RETE) ED I",LIMES 20 SRL,Sicilia,SR,"NOTO, DI NOTO",V.I.A. (art.23 - 27bis),20.393,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=663&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.629344
"IMPIANTO AGROVOLTAICO \SANTA NINFA GIBELLINA\""""",TOZZI GREEN SPA,Sicilia,,,V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1553&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.550843
Impianto FER agrivoltaico - Comune di Nardò (LE) - 35.55 MW,,Puglia,LE,Nardò,Puglia VIA FER - agrivoltaico,35.55,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.423513
Impianto FER fotovoltaico - Comune di Brindisi (BR) - 18.992 MW,,Puglia,BR,Brindisi,Puglia VIA FER - fotovoltaico,18.992,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.540219
Impianto FER agrivoltaico - Comune di Brindisi (BR) - 19.72 MW,,Puglia,BR,Brindisi,Puglia VIA FER - agrivoltaico,19.72,Aperto,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.541854
"IMPIANTO FOTOVOLTAICO AD INSEGUIMENTO MONOASSIALE DELLA POTENZA NOMINALE DI 7000 KW, SITO NEL COMUNE DI SCIACCA (AG) IN LOCALITÀ \MISILIFURME\"" FG 21 P.LLE 156,101,378,46,398""",GR VALUE DEVELOPMENT SRL,Sicilia,AG,"SCIACCA, DI SCIACCA",Verifica di Assoggettabilita a VIA (art.19),7.0,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=733&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.630896
"IMPIANTO AGRO-FOTOVOLTAICO A TERRA DENOMINATO “S&P”, DI POTENZA COMPLESSIVA PARI A 140.868 KWP (95.000 KW IN IMMISSIONE)",S & P S.R.L.,Sicilia,,,V.I.A. (art.23 - 27bis),140.868,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=854&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.632331
Impianto FER agrivoltaico - Comune di San Marco in Lamis (FG) - 65 MW,,Puglia,FG,San Marco in Lamis,Puglia VIA FER - agrivoltaico,65.0,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.543368
Impianto FER agrivoltaico - Comune di Lizzano (TA) - 20.0823 MW,,Puglia,TA,Lizzano,Puglia VIA FER - agrivoltaico,20.0823,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.560336
"Determinazione n°G09166 del 08/07/2021 Escluso dal procedimento di Via con prescrizioni Realizzazione Impianto fotovoltaico da 941,04 Kwp in loc. Banditaccia",PV LAZIO SRL,Lazio,Viterbo,Arlena di Castro,VERIFICA,0.94104,,lazio,https://regionelazio.box.com/v/VIA-007-2021,2026-04-26T15:17:39.662602
Impianto agrivoltaico Terranova 1 di potenza nominale pari a circa 18 MWp,JUWI ENERGIE RINNOVABILI SRL,Lombardia,,,V.E.R. Provinciali,18.0,concluso,lombardia,https://www.silvia.servizirl.it/silviaweb/#/scheda-sintesi/16761,2026-04-26T15:12:45.090840
"Realizzazione impianto FV potenza 0,99 MWp in loc. Palombara - Determinazione n°G06021 del 21/05/2021 Favorevole con prescrizioni Scarica Elaborati Progettual i Provvedimento Autorizzatorio Unico Regionale n° G09350 del 15/07/2022",DEMETRA ENERGIA SRL,Lazio,Viterbo,Viterbo,VIA,0.99,positivo,lazio,https://regionelazio.box.com/v/VIA-015-2020,2026-04-26T15:17:39.709459
Impianto FER agrivoltaico - Comune di Francavilla Fontana (BR TA) - 80.239 MW,,Puglia,BR TA,Francavilla Fontana,Puglia VIA FER - agrivoltaico,80.239,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.599173
"Impianto agrivoltaico Terranova 3 per complessivi 14,79 MWp in comune di Terranova dei Passerini località SP213",JUWI ENERGIE RINNOVABILI SRL,Lombardia,,Terranova dei Passerini località SP,V.E.R. Provinciali,14.79,concluso,lombardia,https://www.silvia.servizirl.it/silviaweb/#/scheda-sintesi/16769,2026-04-26T15:12:45.093692
Impianto FER agrivoltaico - Comune di San Severo (FG) - 71.94 MW,,Puglia,FG,San Severo,Puglia VIA FER - agrivoltaico,71.94,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.604992
Impianto FER agrivoltaico - Comune di Foggia (FG) - 49.66 MW,,Puglia,FG,Foggia,Puglia VIA FER - agrivoltaico,49.66,Aperto,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.609441
"REALIZZAZIONE ED ESERCIZIO DELL'IMPIANTO FOTOVOLTAICO POGE01 DA 3998,4 KWP, SITO IN CONTRADA CASA ALBERI NEL COMUNE DI POLIZZI GENEROSA (PA), E DELLE RELATIVE OPERE PER LA TRASMISSIONE, LO SMISTAMENTO, LA TRASFORMAZIONE E LA DISTRIBUZIONE DELL'ENERGIA ELE",VOLTALIA ITALIA SRL UNIPERSONALE,Sicilia,PA,"POLIZZI GENEROSA, DI POLIZZI GENEROSA",Verifica di Assoggettabilita a VIA (art.19),3.9984,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=196&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.196009
Impianto FER agrivoltaico - Comune di Deliceto (FG) - 36.544 MW,,Puglia,FG,Deliceto,Puglia VIA FER - agrivoltaico,36.544,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.658659
Determinazione n. G04655 del 15/04/2022 Favorevole con prescrizioni Impianto fotovoltaico a terra Montalto Prato Solare della potenza di circa 14MWp in località Prataccione e Caprarecce Provvedimento Autorizzatorio Unico Regionale n° G09351 del 15/07/2022,SF CELESTE SRL,Lazio,Viterbo,Montalto di Castro,VIA,14.0,positivo,lazio,https://regionelazio.box.com/v/VIA-062-2021,2026-04-26T15:17:39.577764
"2020 Realizzazione impianto fotovoltaico di potenza nominale pari a 7,6 Mwp in località Mazzocchio Determinazione n°G04721 del 27/04/2021 - Favorevole con prescrizioni Provvedimento Autorizzatorio Unico Regionale n° G10383 del 30/07/2021",SOLAR ITALY VII SRL,Lazio,Latina,Pontinia,VIA,7.6,positivo,lazio,https://regionelazio.box.com/v/VIA-038-2020,2026-04-26T15:17:39.710627
"Realizzazione impianto fotovoltaico a terra potenza 35,424 MWp in loc. Riserva - Determinazione n°G08090 del 08/07/2020 Favorevole con prescrizioni - Provvedimento Autorizzatorio Unico Regionale n° G11967 del 15/10/2020 Favorevole con prescrizioni",LIMES 15 SRL,Lazio,Viterbo,Tessennano,VIA,35.424,positivo,lazio,https://regionelazio.app.box.com/v/VIA-036-2019,2026-04-26T15:17:39.770195
Provvedimento Autorizzatorio Unico Regionale n° G00691 del 26/01/2021 Determinazione n°G09866 del 21/07/2021 Favorevole con prescrizioni Realizzazione Impianto fotovoltaico a terra della potenza di circa 20 MWp connesso alla RTN in località Carcarello,NLSOLARE SRL,Lazio,Viterbo,Tarquinia,VIA,20.0,positivo,lazio,https://regionelazio.app.box.com/v/VIA-023-2020,2026-04-26T15:17:39.708142
"Realizzazione impianto fotovoltaico a terra potenza 20,160 MWp in loc. Macchione - Determinazione n°G07810 del 03/07/2020 Favorevole con prescrizioni - Provvedimento Autorizzatorio Unico Regionale n° G11968 del 15/10/2020 Favorevole con prescrizioni",LIMES 10 SRL,Lazio,Viterbo,Tessennano,VIA,20.16,positivo,lazio,https://regionelazio.app.box.com/v/VIA-035-2019,2026-04-26T15:17:39.771653
Impianto FER agrivoltaico - Comune di Gravina in Puglia (BA) - 140.7 MW,,Puglia,BA,Gravina in Puglia,Puglia VIA FER - agrivoltaico,140.7,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.714056
Impianto FER agrivoltaico - Comune di Deliceto (FG) - 60.05 MW,,Puglia,FG,Deliceto,Puglia VIA FER - agrivoltaico,60.05,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.715533
"Realizzazione di impianto fotovoltaico a terra della potenza di 5.513,27 kWp denominato PONTINIA 10 e relative opere di connessione tra la Strada Lungo Botte e la Via Via Migliara 51",SOLAR PV 14 S.R.L.,Lazio,Latina,Pontinia,VIA,5.51327,,lazio,https://regionelazio.app.box.com/v/VIA-043-2024,2026-04-26T15:17:39.349931
"\IMPIANTO FV-PAGANO\"" - PROGETTO DI REALIZZAZIONE IMPIANTO FOTOVOLTAICO DENOMINATO """,MP SICILY 1 SRL,Sicilia,,,Verifica di Assoggettabilita a VIA (art.19),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=991&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.223554
"IMPIANTO FOTOVOLTAICO (TIPOLOGIA LOTTO IMPIANTI) DELLA POTENZA DI 10,7107 MWP IN A.C. E 10,410 MW IN D.C. DENOMINATO “CIMINNA INDUSTRIALE FV2” E RELATIVE OPERE CONNESSE DA REALIZZARSI NEL COMUNE DI CIMINNA (PA).",SOLAR ENERGY DICIANNOVE SRL,Sicilia,PA,"CIMINNA, DI CIMINNA",V.I.A. (art.23 - 27bis),10.7107,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1625&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.591816
Determinazione n°G13638 del 08/11/2021 Favorevole con prescrizioni Realizzazione Impianto fotovoltaico a terra Celeste Solare 32MWp in località Formiconcino e Catafeccie,SF CELESTE SRL,Lazio,Viterbo,Tuscania,VIA,32.0,positivo,lazio,https://regionelazio.box.com/v/VIA-004-2021,2026-04-26T15:17:39.617523
"Provvedimento Autorizzatorio Unico Regionale n° G04651 del 15/04/2022 - Determinazione n°G01290 del 09/02/2022 Favorevole con prescrizioni – Impianto fotovoltaico a terra della potenza di 35,33 MWp connesso alla RTN, nel",MANDRIONE SOLAR SRL,Lazio,Viterbo,"di Montalto di Castro, Provincia di Viterbo, in località Mandrione Scarica Elaborati Progettuali Responsabile : Paola Pelone Tipologia : VIA Email : ppelone@regione.lazio.it - Telefono : 651689369 Proponente : MANDRIONE SOLAR SRL Comune : Montalto di Castro",VIA,35.33,positivo,lazio,https://regionelazio.box.com/v/VIA-138-2020,2026-04-26T15:17:39.619926
"Determinazione n° G13968 del 15/11/2021 Archiviato – REALIZZAZIONE DELL’IMPIANTO FOTOVOLTAICO ""SUNDREAM"" DA 906,4 KWP IN LOC. ZONA INDUSTRIALE MAZZOCCHIO",SOLO ELEMENTS S.R.L.,Lazio,Latina,Pontinia,VERIFICA,0.9064,archiviato,lazio,https://regionelazio.app.box.com/v/VIA-038-2021,2026-04-26T15:17:39.621371
Impianto FER agrivoltaico - Comune di Brindisi (BR) - 16.63 MW,,Puglia,BR,Brindisi,Puglia VIA FER - agrivoltaico,16.63,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.723564
"Realizzazione impianto fotovoltaico a terra potenza 17,28 MWp in loc. Poggio della Ginestra Determinazione n. G12208 del 16/09/2019 - Favorevole con prescrizioni - Provvedimento Autorizzatorio Unico Regionale n° G12884del 27/09/2019 Favorevole con Prescrizioni",LIMES 1 SRL,Lazio,Viterbo,Tuscania,VIA,17.28,positivo,lazio,https://regionelazio.app.box.com/v/076-2018,2026-04-26T15:17:39.791163
Impianto FER fotovoltaico - Comune di Cerignola (FG) - 21 MW,,Puglia,FG,Cerignola,Puglia VIA FER - fotovoltaico,21.0,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.735257
Impianto FER agrivoltaico - Comune di Veglie (LE TA BR) - 70 MW,,Puglia,LE TA BR,Veglie,Puglia VIA FER - agrivoltaico,70.0,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.771539
Impianto FER agrivoltaico - Comune di Mesagne (BR) - 17.26 MW,,Puglia,BR,Mesagne,Puglia VIA FER - agrivoltaico,17.26,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.773168
Impianto FER fotovoltaico - Comune di Cerignola (FG) - 34.99 MW,,Puglia,FG,Cerignola,Puglia VIA FER - fotovoltaico,34.99,Aperto,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.787264
"GEMINI 1/ IMPIANTO FOTOVOLTAICO 6,019 MW",MERCURY 1 SRL,Sicilia,,,Verifica di Assoggettabilita a VIA (art.19),6.019,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1160&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.264413
"IMPIANTO FOTOVOLTAICO DELLA POTENZA DI 92,06 MW CON ANNESSO SISTEMA DI ACCUMULO DA 12,5 MW E RELATIVE OPERE DI CONNESSIONE DENOMINATO “CLUSTER R” UBICATO NEI COMUNI DI MAZARA DEL VALLO, CASTELVETRANO E SANTA NINFA (TP)",REPOWER RENEWABLE SPA,Sicilia,TP,"MAZARA DEL VALLO, CASTELVETRANO E SANTA NINFA",V.I.A. (art.23 - 27bis),92.06,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1552&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.549363
IMPIANTO FV MARCHESE,ENERGIA VERDE ITALIA S.R.L.,Sicilia,,,V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1631&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.598153
Impianto FER fotovoltaico - Comune di Castellaneta (TA) - 28.75 MW,,Puglia,TA,Castellaneta,Puglia VIA FER - fotovoltaico,28.75,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.800566
Impianto FER agrivoltaico - Comune di Corigliano d'Otranto (LE) - 10.84 MW,,Puglia,LE,Corigliano d'Otranto,Puglia VIA FER - agrivoltaico,10.84,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.802608
Impianto FER agrivoltaico - Comune di Latiano (BR) - 40 MW,,Puglia,BR,Latiano,Puglia VIA FER - agrivoltaico,40.0,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.804347
Impianto FER agrivoltaico - Comune di San Marco in Lamis (FG) - 20 MW,,Puglia,FG,San Marco in Lamis,Puglia VIA FER - agrivoltaico,20.0,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.806124
Impianto FER fotovoltaico - Comune di Manfredonia (FG) - 77 MW,,Puglia,FG,Manfredonia,Puglia VIA FER - fotovoltaico,77.0,Aperto,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.809586
"Realizzazione dell’impianto fotovoltaico da 9.241,4 kWp denominato “Ardea 1”",CESTER E FIGLI SRL,Lazio,Roma,Ardea,VIA,9.2414,,lazio,https://regionelazio.app.box.com/v/VIA-023-2023,2026-04-26T15:17:39.398957
"Provvedimento Autorizzatorio Unico Regionale n° G05705 del 27/04/2023 Intervento di realizzazione di un impianto fotovoltaico a terra della potenza di 74 Mw in AC e 75 Mw in DC e delle relative opere di connessione alla RTN, denominato “EG DA VINCI"" Determinazione n. G02511 del 24/02/2023 - Favorevole con prescrizioni",EG DAVINCI SRL,Lazio,Viterbo,Latera,VIA,74.0,positivo,lazio,https://regionelazio.app.box.com/v/VIA-117-2020,2026-04-26T15:17:39.642010
"Provvedimento Autorizzatorio Unico Regionale n° G09053 del 12/07/2022 Determinazione n°G04249 del 07/04/2022 Favorevole con prescrizioni – Intervento di realizzazione di un impianto fotovoltaico a terra della potenza di 41 Mw in AC e 51 Mw in DC e delle relative opere di connessione alla RTN, denominato “EG NASCITA” in località Arcipretura",EG NASCITA SRL,Lazio,Viterbo,Montalto di Castro,VIA,41.0,positivo,lazio,https://regionelazio.app.box.com/v/VIA-116-2020,2026-04-26T15:17:39.643700
Impianto FER agrivoltaico - Comune di Ascoli Satriano (FG) - 57.4 MW,,Puglia,FG,Ascoli Satriano,Puglia VIA FER - agrivoltaico,57.4,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.224454
"REALIZZAZIONE ED ESERCIZIO DI UN IMPIANTO FOTOVOLTAICO DI PRODUZIONE DI ENERGIA ELETTRICA DI FONTE RINNOVABILE SOLARE DENOMINATO \CASTELLAMARE 01\""""",VGE 02 SRL,Sicilia,,,V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=130&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.621773
Impianto FER agrivoltaico - Comune di Taranto (TA) - 61.75 MW,,Puglia,TA,Taranto,Puglia VIA FER - agrivoltaico,61.75,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.606466
Impianto FER agrivoltaico - Comune di San Marco in Lamis (FG) - 10.1 MW,,Puglia,FG,San Marco in Lamis,Puglia VIA FER - agrivoltaico,10.1,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.632330
Impianto FER agrivoltaico - Comune di San Pancrazio Salentino (BR) - 78.72 MW,,Puglia,BR,San Pancrazio Salentino,Puglia VIA FER - agrivoltaico,78.72,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.749601
Impianto FER agrivoltaico - Comune di Avetrana (TA) - 10.517 MW,,Puglia,TA,Avetrana,Puglia VIA FER - agrivoltaico,10.517,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.767657
Impianto FER fotovoltaico - Comune di Ordona (FG) - 63.62 MW,,Puglia,FG,Ordona,Puglia VIA FER - fotovoltaico,63.62,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.769690
Impianto FER agrivoltaico - Comune di Ascoli Satriano (FG) - 43.2 MW,,Puglia,FG,Ascoli Satriano,Puglia VIA FER - agrivoltaico,43.2,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.297826
Impianto FER agrivoltaico - Comune di Lucera (FG) - 74.36 MW,,Puglia,FG,Lucera,Puglia VIA FER - agrivoltaico,74.36,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.312220
Impianto FER agrivoltaico - Comune di Nardò (LE) - 30.722 MW,,Puglia,LE,Nardò,Puglia VIA FER - agrivoltaico,30.722,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.334292
"Realizzazione dell’impianto fotovoltaico da 4.804,24 kW denominato “VGF1-Latina-2” in loc. Santa Fecitola Provvedimento Autorizzatorio Unico Regionale n° G01288 del 09/02/2022 Determinazione n° G13100 del 27/10/2021 Favorevole con prescrizioni",VEI GREENFIELD 1 SRL,Lazio,Latina,Latina,VIA,4.80424,positivo,lazio,https://regionelazio.box.com/v/VIA-088-2020,2026-04-26T15:17:39.661346
"Determinazione n° G13096 del 27/10/2021 Favorevole con prescrizioni Provvedimento Autorizzatorio Unico Regionale n° G06330 del 20/05/2022 Realizzazione IMPIANTO AGROVOLTAICO, ovvero di un impianto fotovoltaico a terra della potenza in DC pari a 28,78 MWp e in AC pari a 28 MW denominato “ANAGNI-PALIANO” in loc. Colle Catena",ANAGNI SRL,Lazio,Frosinone,Anagni,VIA,28.78,positivo,lazio,https://regionelazio.app.box.com/v/VIA-103-2020,2026-04-26T15:17:39.665226
ISTANZA DI ATTIVAZIONE DELLA PROCEDURA DI VALUTAZIONE D'IMPATTO AMBIENTALE NELL’AMBITO DEL PROVVEDIMENTO AUTORIZZATORIO UNICO REGIONALE AI SENSI DELL’ART. 27-BIS D.LGS 152/06 E S.M.I. PER REALIZZAZIONE DI IMPIANTO FOTOVOLTAICO A TERRA DI 6 MW - CARLE,SOLVALORE 1 SRL,Sicilia,,,V.I.A. (art.23 - 27bis),6.0,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=893&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.345375
